,months_as_customer,policy_csl,policy_deductable,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
491,4,100/300,1000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,NO,4510,9020,40590,N
492,298,250/500,500,MALE,MD,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,NO,11580,11580,46320,N
493,231,100/300,2000,FEMALE,Masters,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,NO,NO,10300,10300,46350,N
494,338,250/500,2000,FEMALE,Associate,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,NO,12820,6410,44870,Y
495,261,100/300,1000,MALE,PhD,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,NO,NO,13380,13380,53520,N
496,321,500/1000,2000,MALE,Associate,machine-op-inspct,husband,0,-39100,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,NO,520,0,4160,N
497,0,500/1000,1000,MALE,College,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,NO,NO,6620,6620,26480,N
498,405,250/500,500,MALE,MD,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,NO,NO,5780,5780,52020,Y
499,304,100/300,1000,FEMALE,PhD,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,YES,13340,6670,53360,N
500,1,500/1000,500,FEMALE,JD,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,NO,YES,7890,23670,55230,N
501,26,250/500,1000,MALE,Masters,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,NO,9960,4980,34860,N
502,202,100/300,2000,FEMALE,Associate,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,NO,7040,14080,56320,N
503,289,500/1000,500,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,NO,NO,8580,0,34320,N
504,61,100/300,2000,FEMALE,JD,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,NO,11960,5980,35880,Y
505,334,100/300,1000,MALE,MD,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,NO,12740,6370,38220,N
506,12,500/1000,1000,FEMALE,PhD,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,NO,5930,5930,41510,N
507,86,100/300,2000,MALE,High School,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,YES,9680,14520,38720,N
508,83,500/1000,1000,FEMALE,High School,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,NO,6160,12320,43120,N
509,126,500/1000,2000,MALE,College,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,NO,6180,12360,55620,N
510,209,250/500,500,MALE,High School,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,NO,8900,8900,62300,N
511,283,500/1000,1000,FEMALE,JD,sales,husband,0,-46200,Parked Car,Rear Collision,Trivial Damage,Police,9,1,NO,NO,820,820,4920,N
512,194,250/500,1000,MALE,JD,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,NO,YES,11760,5880,41160,N
513,184,250/500,1000,FEMALE,College,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,NO,11940,5970,35820,Y
514,479,100/300,2000,FEMALE,College,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,NO,5050,10100,45450,N
515,284,250/500,1000,FEMALE,JD,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,YES,6500,3250,26000,N
516,65,100/300,1000,FEMALE,College,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,NO,YES,3570,7140,32130,N
517,222,250/500,1000,MALE,High School,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,NO,NO,14660,14660,58640,Y
518,196,250/500,2000,MALE,JD,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,NO,4780,4780,38240,N
519,253,500/1000,500,FEMALE,Associate,tech-support,unmarried,46300,-33000,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,NO,640,640,2560,N
520,280,100/300,1000,MALE,JD,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,NO,14000,7000,56000,N
521,5,250/500,2000,FEMALE,PhD,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,NO,16020,16020,56070,N
522,220,100/300,1000,MALE,College,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,YES,4340,4340,39060,N
523,85,100/300,1000,FEMALE,MD,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,YES,5360,10720,42880,N
524,266,250/500,500,FEMALE,Associate,tech-support,own-child,0,-45800,Parked Car,Rear Collision,Minor Damage,Police,5,1,NO,NO,480,240,1440,N
525,41,100/300,1000,FEMALE,JD,prof-specialty,own-child,46700,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,12,1,YES,NO,530,1060,5300,N
526,316,100/300,2000,FEMALE,High School,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,YES,7170,14340,57360,N
527,285,100/300,1000,FEMALE,Masters,sales,other-relative,55100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,NO,300,300,2100,N
528,379,100/300,500,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,NO,NO,6330,6330,63300,N
529,15,250/500,2000,FEMALE,High School,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,NO,6870,13740,54960,Y
530,354,500/1000,2000,FEMALE,Masters,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,NO,YES,15040,15040,60160,N
531,342,100/300,1000,FEMALE,College,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,NO,NO,14720,7360,58880,N
532,169,100/300,1000,MALE,PhD,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,YES,6590,13180,59310,N
533,339,500/1000,2000,MALE,JD,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,Rear Collision,Minor Damage,None,13,1,NO,NO,1240,620,4960,N
534,259,100/300,2000,FEMALE,PhD,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,YES,5690,11380,45520,N
535,65,250/500,1000,FEMALE,College,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,YES,6550,6550,39300,Y
536,254,250/500,2000,MALE,MD,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,YES,5780,11560,46240,N
537,440,250/500,500,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,NO,6140,6140,49120,N
538,478,250/500,1000,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,Rear Collision,Minor Damage,None,5,1,YES,NO,940,470,3290,Y
539,230,250/500,2000,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,YES,13480,13480,47180,N
540,138,500/1000,500,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,NO,NO,6930,13860,62370,N
541,239,250/500,1000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,Rear Collision,Trivial Damage,Police,22,1,NO,YES,1660,830,8300,N
542,93,100/300,2000,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,NO,8740,8740,30590,N
543,37,100/300,1000,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,YES,5670,11340,34020,N
544,254,100/300,500,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,NO,0,5410,37870,Y
545,131,250/500,1000,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,NO,NO,15280,7640,53480,N
546,230,100/300,2000,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,NO,NO,13720,13720,48020,N
547,313,100/300,2000,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,YES,13800,6900,48300,Y
548,210,250/500,500,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,6,1,NO,NO,1440,720,6480,N
549,101,250/500,500,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,NO,12220,12220,42770,N
550,153,500/1000,500,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,NO,NO,4250,4250,34000,N
551,337,100/300,500,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,NO,14400,7200,64800,N
552,360,500/1000,1000,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,YES,NO,840,840,2940,Y
553,428,100/300,1000,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,9,1,YES,NO,630,1260,5040,N
554,204,100/300,500,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,YES,8340,8340,25020,N
555,364,100/300,500,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,NO,14060,14060,49210,Y
556,185,500/1000,2000,MALE,College,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,YES,900,450,3600,N
557,63,500/1000,500,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,NO,YES,860,860,3440,N
558,210,100/300,500,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,NO,2730,2730,19110,Y
559,194,100/300,2000,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,NO,NO,4880,9760,39040,N
560,294,500/1000,500,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,YES,3900,3900,35100,N
561,272,250/500,2000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,NO,16820,8410,58870,Y
562,27,100/300,2000,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,NO,NO,6840,6840,47880,N
563,251,500/1000,2000,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,NO,5530,5530,33180,N
564,180,500/1000,2000,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,NO,YES,11540,5770,40390,N
565,392,100/300,2000,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,YES,16620,16620,74790,N
566,143,100/300,500,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,YES,10860,5430,38010,N
567,371,100/300,2000,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,NO,NO,5380,5380,21520,Y
568,292,250/500,1000,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,NO,16920,8460,59220,N
569,165,250/500,500,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,YES,6970,6970,55760,N
570,158,100/300,1000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,NO,3640,7280,25480,N
571,241,250/500,1000,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,YES,4690,4690,28140,N
572,103,500/1000,2000,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,NO,14380,14380,50330,N
573,402,250/500,2000,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,YES,7530,15060,45180,Y
574,102,100/300,500,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,NO,9480,4740,33180,Y
575,182,100/300,1000,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,NO,7110,14220,49770,N
576,282,100/300,2000,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,NO,NO,13880,6940,48580,N
577,222,500/1000,500,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,NO,5000,10000,40000,Y
578,415,250/500,1000,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,YES,7860,7860,35370,N
579,51,500/1000,500,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,NO,6420,19260,38520,Y
580,255,500/1000,500,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,YES,12240,12240,42840,N
581,143,250/500,500,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,NO,6920,13840,55360,N
582,130,500/1000,1000,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,NO,13080,13080,58860,N
583,242,250/500,2000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,NO,12380,12380,43330,N
584,96,100/300,1000,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,NO,670,670,4690,N
585,180,500/1000,1000,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,Rear Collision,Minor Damage,None,17,1,NO,NO,1020,510,3570,N
586,150,100/300,1000,MALE,College,sales,own-child,40100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,YES,YES,510,510,3570,N
587,463,250/500,1000,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,NO,NO,7240,14480,50680,Y
588,472,250/500,500,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,NO,14180,7090,49630,N
589,75,500/1000,1000,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,NO,YES,6510,6510,52080,N
590,193,100/300,500,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,NO,YES,0,14280,49980,N
591,43,500/1000,500,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,NO,NO,7270,21810,50890,Y
592,253,100/300,1000,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,NO,6290,6290,44030,N
593,152,500/1000,500,FEMALE,JD,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,NO,7690,7690,69210,Y
594,160,250/500,500,MALE,High School,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,YES,7420,14840,44520,N
595,56,100/300,500,MALE,JD,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,YES,0,6500,52000,N
596,286,100/300,500,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,NO,500,500,4000,N
597,3,100/300,500,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,NO,500,1000,3500,Y
598,286,250/500,1000,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,NO,YES,6050,12100,36300,N
599,239,250/500,1000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,NO,6880,6880,48160,N
600,64,250/500,2000,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,NO,NO,4370,4370,34960,Y
601,98,100/300,500,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,NO,NO,7120,7120,49840,N
602,16,250/500,1000,MALE,JD,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,NO,10000,10000,35000,Y
603,70,250/500,1000,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,19,1,NO,NO,0,550,3850,N
604,75,100/300,1000,MALE,JD,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,NO,YES,5970,11940,53730,N
605,246,100/300,1000,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,NO,6860,6860,48020,N
606,110,500/1000,1000,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,NO,NO,5750,5750,46000,N
607,236,250/500,1000,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,Rear Collision,Minor Damage,Police,17,1,YES,NO,870,1740,6090,N
608,267,100/300,2000,FEMALE,MD,adm-clerical,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,NO,15420,7710,53970,N
609,463,250/500,500,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,YES,6600,6600,46200,N
610,303,100/300,1000,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,NO,9980,4990,39920,N
611,137,250/500,500,MALE,MD,exec-managerial,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,NO,NO,6730,13460,53840,N
612,56,250/500,500,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,NO,YES,11180,11180,39130,N
613,75,250/500,1000,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,YES,6630,13260,59670,N
614,131,100/300,2000,MALE,MD,sales,wife,0,-65200,Parked Car,Rear Collision,Minor Damage,Police,3,1,NO,NO,490,490,3920,N
615,153,250/500,500,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,NO,NO,14140,14140,49490,N
616,255,500/1000,500,FEMALE,JD,transport-moving,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,NO,NO,7470,14940,52290,Y
617,103,100/300,500,MALE,MD,tech-support,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,NO,4060,4060,32480,N
618,97,100/300,1000,MALE,JD,farming-fishing,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,NO,10060,10060,25150,N
619,214,100/300,2000,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,NO,4280,8560,34240,N
620,438,500/1000,500,FEMALE,MD,machine-op-inspct,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,NO,NO,4070,4070,32560,Y
621,87,100/300,500,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,NO,YES,6300,3150,25200,N
622,27,500/1000,1000,MALE,MD,protective-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,NO,400,400,2400,N
623,206,500/1000,1000,MALE,High School,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,NO,NO,7180,14360,57440,Y
624,127,500/1000,500,MALE,Associate,sales,not-in-family,58200,0,Parked Car,Rear Collision,Minor Damage,None,10,1,YES,NO,560,1120,4480,N
625,422,100/300,1000,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,NO,15500,7750,62000,N
626,303,100/300,2000,MALE,Masters,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,NO,12140,6070,54630,N
627,228,100/300,500,MALE,Associate,exec-managerial,husband,43700,0,Parked Car,Rear Collision,Trivial Damage,Police,20,1,NO,NO,1100,1100,3850,N
628,239,250/500,2000,FEMALE,JD,protective-serv,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,YES,15980,7990,63920,Y
629,330,100/300,2000,FEMALE,High School,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,NO,YES,11000,5500,44000,Y
630,128,500/1000,500,FEMALE,MD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,NO,NO,16040,16040,56140,N
631,147,500/1000,1000,FEMALE,Associate,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,NO,9760,4880,39040,N
632,287,500/1000,1000,MALE,Masters,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,NO,5380,5380,43040,N
633,142,100/300,2000,FEMALE,MD,craft-repair,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,NO,4530,9060,40770,Y
634,162,500/1000,2000,FEMALE,Masters,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,YES,9880,4940,39520,N
635,140,100/300,1000,FEMALE,High School,craft-repair,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,None,5,1,NO,YES,520,260,2080,Y
636,106,100/300,2000,MALE,High School,craft-repair,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,YES,YES,0,1220,4270,N
637,292,500/1000,1000,MALE,Masters,craft-repair,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,NO,670,1340,5360,N
638,34,500/1000,500,FEMALE,PhD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,NO,NO,5080,5080,40640,Y
639,290,250/500,500,MALE,Associate,adm-clerical,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,NO,NO,5190,5190,31140,N
640,182,500/1000,2000,FEMALE,Masters,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,NO,YES,8150,16300,65200,N
641,362,100/300,1000,FEMALE,JD,other-service,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,NO,0,0,39690,N
642,143,500/1000,1000,FEMALE,High School,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,NO,NO,5660,5660,50940,N
643,183,250/500,500,FEMALE,Masters,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,YES,9440,4720,37760,Y
644,254,250/500,500,MALE,College,armed-forces,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,NO,NO,9720,4860,38880,N
645,249,100/300,2000,FEMALE,MD,adm-clerical,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,YES,5710,5710,45680,N
646,169,250/500,500,MALE,High School,exec-managerial,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,NO,14080,7040,56320,N
647,235,500/1000,500,MALE,College,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,NO,6830,13660,47810,N
648,112,500/1000,1000,MALE,Associate,other-service,other-relative,57800,-53700,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,NO,460,920,3680,N
649,16,100/300,1000,MALE,MD,tech-support,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,NO,NO,6600,13200,39600,Y
650,128,100/300,500,FEMALE,High School,transport-moving,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,NO,0,15540,54390,Y
651,103,100/300,1000,FEMALE,College,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,NO,7770,15540,54390,N
652,356,500/1000,500,MALE,College,prof-specialty,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,NO,12500,12500,43750,Y
653,109,100/300,2000,FEMALE,High School,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,YES,16560,16560,57960,N
654,2,500/1000,1000,FEMALE,High School,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,YES,4030,8060,36270,N
655,198,250/500,1000,MALE,Associate,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,YES,9500,9500,76000,N
